Date,Time,Contracts,Funding Rate
2020/2/9,00:00:00,BTCUSDT Perpetual,0.1
2020/2/9,08:00:00,BTCUSDT Perpetual,0.04
2020/2/9,16:00:00,BTCUSDT Perpetual,0.08
2020/2/10,00:00:00,BTCUSDT Perpetual,0.11
2020/2/10,08:00:00,BTCUSDT Perpetual,0.11
2020/2/10,16:00:00,BTCUSDT Perpetual,0.13
2020/2/11,00:00:00,BTCUSDT Perpetual,0.1
2020/2/11,08:00:00,BTCUSDT Perpetual,0.04
2020/2/11,16:00:00,BTCUSDT Perpetual,0.06
2020/2/12,00:00:00,BTCUSDT Perpetual,0.05
2020/2/12,08:00:00,BTCUSDT Perpetual,0.3
2020/2/12,16:00:00,BTCUSDT Perpetual,0.11
2020/2/13,00:00:00,BTCUSDT Perpetual,0.1
2020/2/13,08:00:00,BTCUSDT Perpetual,0.09
2020/2/13,16:00:00,BTCUSDT Perpetual,0.08
2020/2/14,00:00:00,BTCUSDT Perpetual,0.07
2020/2/14,08:00:00,BTCUSDT Perpetual,0.06
2020/2/14,16:00:00,BTCUSDT Perpetual,0.07
2020/2/15,00:00:00,BTCUSDT Perpetual,0.06
2020/2/15,08:00:00,BTCUSDT Perpetual,0.06
2020/2/15,16:00:00,BTCUSDT Perpetual,0.1
2020/2/16,00:00:00,BTCUSDT Perpetual,0.09
2020/2/16,08:00:00,BTCUSDT Perpetual,0.05
2020/2/16,16:00:00,BTCUSDT Perpetual,0.04
2020/2/17,00:00:00,BTCUSDT Perpetual,0.06
2020/2/17,08:00:00,BTCUSDT Perpetual,0.04
2020/2/17,16:00:00,BTCUSDT Perpetual,0.06
2020/2/18,00:00:00,BTCUSDT Perpetual,0.09
2020/2/18,08:00:00,BTCUSDT Perpetual,0.03
2020/2/18,16:00:00,BTCUSDT Perpetual,0.01
2020/2/19,00:00:00,BTCUSDT Perpetual,0.03
2020/2/19,08:00:00,BTCUSDT Perpetual,0.05
2020/2/19,16:00:00,BTCUSDT Perpetual,0.04
2020/2/20,00:00:00,BTCUSDT Perpetual,0.04
2020/2/20,08:00:00,BTCUSDT Perpetual,0.01
2020/2/20,16:00:00,BTCUSDT Perpetual,0.01
2020/2/21,00:00:00,BTCUSDT Perpetual,0.01
2020/2/21,08:00:00,BTCUSDT Perpetual,0.01
2020/2/21,16:00:00,BTCUSDT Perpetual,0.01
2020/2/22,00:00:00,BTCUSDT Perpetual,0.01
2020/2/22,08:00:00,BTCUSDT Perpetual,0.01
2020/2/22,16:00:00,BTCUSDT Perpetual,0.01
2020/2/23,00:00:00,BTCUSDT Perpetual,0.01
2020/2/23,08:00:00,BTCUSDT Perpetual,0.03
2020/2/23,16:00:00,BTCUSDT Perpetual,0.04
2020/2/24,00:00:00,BTCUSDT Perpetual,0.07
2020/2/24,08:00:00,BTCUSDT Perpetual,0.05
2020/2/24,16:00:00,BTCUSDT Perpetual,0.01
2020/2/25,00:00:00,BTCUSDT Perpetual,0.01
2020/2/25,08:00:00,BTCUSDT Perpetual,0.03
2020/2/25,16:00:00,BTCUSDT Perpetual,0.03
2020/2/26,00:00:00,BTCUSDT Perpetual,0.05
2020/2/26,08:00:00,BTCUSDT Perpetual,0.04
2020/2/26,16:00:00,BTCUSDT Perpetual,0.05
2020/2/27,00:00:00,BTCUSDT Perpetual,0.04
2020/2/27,08:00:00,BTCUSDT Perpetual,0.02
2020/2/27,16:00:00,BTCUSDT Perpetual,0.01
2020/2/28,00:00:00,BTCUSDT Perpetual,0.01
2020/2/28,08:00:00,BTCUSDT Perpetual,0.01
2020/2/28,16:00:00,BTCUSDT Perpetual,0.01
2020/2/29,00:00:00,BTCUSDT Perpetual,0.02
2020/2/29,08:00:00,BTCUSDT Perpetual,0.06
2020/2/29,16:00:00,BTCUSDT Perpetual,0.06
2020/3/1,00:00:00,BTCUSDT Perpetual,0.06
2020/3/1,08:00:00,BTCUSDT Perpetual,0.05
2020/3/1,16:00:00,BTCUSDT Perpetual,0.03
2020/3/2,00:00:00,BTCUSDT Perpetual,0.03
2020/3/2,08:00:00,BTCUSDT Perpetual,0.02
2020/3/2,16:00:00,BTCUSDT Perpetual,0.01
2020/3/3,00:00:00,BTCUSDT Perpetual,0.01
2020/3/3,08:00:00,BTCUSDT Perpetual,0.01
2020/3/3,16:00:00,BTCUSDT Perpetual,0.01
2020/3/4,00:00:00,BTCUSDT Perpetual,0.01
2020/3/4,08:00:00,BTCUSDT Perpetual,0.01
2020/3/4,16:00:00,BTCUSDT Perpetual,0.01
2020/3/5,00:00:00,BTCUSDT Perpetual,0.02
2020/3/5,08:00:00,BTCUSDT Perpetual,0.01
2020/3/5,16:00:00,BTCUSDT Perpetual,0.02
2020/3/6,00:00:00,BTCUSDT Perpetual,0.02
2020/3/6,08:00:00,BTCUSDT Perpetual,0.02
2020/3/6,16:00:00,BTCUSDT Perpetual,0.02
2020/3/7,00:00:00,BTCUSDT Perpetual,0.04
2020/3/7,08:00:00,BTCUSDT Perpetual,0.04
2020/3/7,16:00:00,BTCUSDT Perpetual,0.03
2020/3/8,00:00:00,BTCUSDT Perpetual,0.03
2020/3/8,08:00:00,BTCUSDT Perpetual,0.05
2020/3/8,16:00:00,BTCUSDT Perpetual,0.05
2020/3/9,00:00:00,BTCUSDT Perpetual,0.04
2020/3/9,08:00:00,BTCUSDT Perpetual,0.01
2020/3/9,16:00:00,BTCUSDT Perpetual,0.01
2020/3/10,00:00:00,BTCUSDT Perpetual,0.01
2020/3/10,08:00:00,BTCUSDT Perpetual,0.01
2020/3/10,16:00:00,BTCUSDT Perpetual,0.01
2020/3/11,00:00:00,BTCUSDT Perpetual,0.01
2020/3/11,08:00:00,BTCUSDT Perpetual,0.01
2020/3/11,16:00:00,BTCUSDT Perpetual,0.01
2020/3/12,00:00:00,BTCUSDT Perpetual,0.02
2020/3/12,08:00:00,BTCUSDT Perpetual,0.01
2020/3/12,16:00:00,BTCUSDT Perpetual,0.01
2020/3/13,00:00:00,BTCUSDT Perpetual,-0.02
2020/3/13,08:00:00,BTCUSDT Perpetual,-0.02
2020/3/13,16:00:00,BTCUSDT Perpetual,-0.3
2020/3/14,00:00:00,BTCUSDT Perpetual,-0.07
2020/3/14,08:00:00,BTCUSDT Perpetual,-0.08
2020/3/14,16:00:00,BTCUSDT Perpetual,-0.01
2020/3/15,00:00:00,BTCUSDT Perpetual,-0.05
2020/3/15,08:00:00,BTCUSDT Perpetual,-0.05
2020/3/15,16:00:00,BTCUSDT Perpetual,-0.05
2020/3/16,00:00:00,BTCUSDT Perpetual,-0.05
2020/3/16,08:00:00,BTCUSDT Perpetual,-0.03
2020/3/16,16:00:00,BTCUSDT Perpetual,-0.04
2020/3/17,00:00:00,BTCUSDT Perpetual,-0.09
2020/3/17,08:00:00,BTCUSDT Perpetual,-0.02
2020/3/17,16:00:00,BTCUSDT Perpetual,0.0
2020/3/18,00:00:00,BTCUSDT Perpetual,-0.01
2020/3/18,08:00:00,BTCUSDT Perpetual,-0.01
2020/3/18,16:00:00,BTCUSDT Perpetual,-0.04
2020/3/19,00:00:00,BTCUSDT Perpetual,-0.03
2020/3/19,08:00:00,BTCUSDT Perpetual,-0.02
2020/3/19,16:00:00,BTCUSDT Perpetual,-0.02
2020/3/20,00:00:00,BTCUSDT Perpetual,-0.03
2020/3/20,08:00:00,BTCUSDT Perpetual,-0.02
2020/3/20,16:00:00,BTCUSDT Perpetual,0.0
2020/3/21,00:00:00,BTCUSDT Perpetual,0.01
2020/3/21,08:00:00,BTCUSDT Perpetual,0.01
2020/3/21,16:00:00,BTCUSDT Perpetual,0.0
2020/3/22,00:00:00,BTCUSDT Perpetual,-0.01
2020/3/22,08:00:00,BTCUSDT Perpetual,0.0
2020/3/22,16:00:00,BTCUSDT Perpetual,0.01
2020/3/23,00:00:00,BTCUSDT Perpetual,0.0
2020/3/23,08:00:00,BTCUSDT Perpetual,-0.02
2020/3/23,16:00:00,BTCUSDT Perpetual,-0.02
2020/3/24,00:00:00,BTCUSDT Perpetual,0.01
2020/3/24,08:00:00,BTCUSDT Perpetual,0.01
2020/3/24,16:00:00,BTCUSDT Perpetual,0.01
2020/3/25,00:00:00,BTCUSDT Perpetual,0.01
2020/3/25,08:00:00,BTCUSDT Perpetual,0.01
2020/3/25,16:00:00,BTCUSDT Perpetual,0.01
2020/3/26,00:00:00,BTCUSDT Perpetual,0.01
2020/3/26,08:00:00,BTCUSDT Perpetual,0.0
2020/3/26,16:00:00,BTCUSDT Perpetual,0.01
2020/3/27,00:00:00,BTCUSDT Perpetual,0.0
2020/3/27,08:00:00,BTCUSDT Perpetual,0.01
2020/3/27,16:00:00,BTCUSDT Perpetual,0.01
2020/3/28,00:00:00,BTCUSDT Perpetual,0.0
2020/3/28,08:00:00,BTCUSDT Perpetual,-0.01
2020/3/28,16:00:00,BTCUSDT Perpetual,-0.04
2020/3/29,00:00:00,BTCUSDT Perpetual,-0.02
2020/3/29,08:00:00,BTCUSDT Perpetual,-0.02
2020/3/29,16:00:00,BTCUSDT Perpetual,-0.03
2020/3/30,00:00:00,BTCUSDT Perpetual,-0.03
2020/3/30,08:00:00,BTCUSDT Perpetual,-0.06
2020/3/30,16:00:00,BTCUSDT Perpetual,-0.03
2020/3/31,00:00:00,BTCUSDT Perpetual,-0.01
2020/3/31,08:00:00,BTCUSDT Perpetual,-0.01
2020/3/31,16:00:00,BTCUSDT Perpetual,-0.02
2020/4/1,00:00:00,BTCUSDT Perpetual,-0.02
2020/4/1,08:00:00,BTCUSDT Perpetual,-0.01
2020/4/1,16:00:00,BTCUSDT Perpetual,-0.05
2020/4/2,00:00:00,BTCUSDT Perpetual,-0.04
2020/4/2,08:00:00,BTCUSDT Perpetual,-0.02
2020/4/2,16:00:00,BTCUSDT Perpetual,0.0
2020/4/3,00:00:00,BTCUSDT Perpetual,0.01
2020/4/3,08:00:00,BTCUSDT Perpetual,0.01
2020/4/3,16:00:00,BTCUSDT Perpetual,0.0
2020/4/4,00:00:00,BTCUSDT Perpetual,0.01
2020/4/4,08:00:00,BTCUSDT Perpetual,0.01
2020/4/4,16:00:00,BTCUSDT Perpetual,0.01
2020/4/5,00:00:00,BTCUSDT Perpetual,-0.01
2020/4/5,08:00:00,BTCUSDT Perpetual,0.0
2020/4/5,16:00:00,BTCUSDT Perpetual,0.0
2020/4/6,00:00:00,BTCUSDT Perpetual,0.0
2020/4/6,08:00:00,BTCUSDT Perpetual,0.0
2020/4/6,16:00:00,BTCUSDT Perpetual,0.0
2020/4/7,00:00:00,BTCUSDT Perpetual,-0.01
2020/4/7,08:00:00,BTCUSDT Perpetual,-0.01
2020/4/7,16:00:00,BTCUSDT Perpetual,0.0
2020/4/8,00:00:00,BTCUSDT Perpetual,0.0
2020/4/8,08:00:00,BTCUSDT Perpetual,0.0
2020/4/8,16:00:00,BTCUSDT Perpetual,0.01
2020/4/9,00:00:00,BTCUSDT Perpetual,0.01
2020/4/9,08:00:00,BTCUSDT Perpetual,0.01
2020/4/9,16:00:00,BTCUSDT Perpetual,-0.01
2020/4/10,00:00:00,BTCUSDT Perpetual,-0.01
2020/4/10,08:00:00,BTCUSDT Perpetual,-0.01
2020/4/10,16:00:00,BTCUSDT Perpetual,0.01
2020/4/11,00:00:00,BTCUSDT Perpetual,0.01
2020/4/11,08:00:00,BTCUSDT Perpetual,0.01
2020/4/11,16:00:00,BTCUSDT Perpetual,0.01
2020/4/12,00:00:00,BTCUSDT Perpetual,0.01
2020/4/12,08:00:00,BTCUSDT Perpetual,0.01
2020/4/12,16:00:00,BTCUSDT Perpetual,0.01
2020/4/13,00:00:00,BTCUSDT Perpetual,0.01
2020/4/13,08:00:00,BTCUSDT Perpetual,0.01
2020/4/13,16:00:00,BTCUSDT Perpetual,-0.02
2020/4/14,00:00:00,BTCUSDT Perpetual,0.0
2020/4/14,08:00:00,BTCUSDT Perpetual,0.0
2020/4/14,16:00:00,BTCUSDT Perpetual,0.01
2020/4/15,00:00:00,BTCUSDT Perpetual,-0.02
2020/4/15,08:00:00,BTCUSDT Perpetual,-0.01
2020/4/15,16:00:00,BTCUSDT Perpetual,0.0
2020/4/16,00:00:00,BTCUSDT Perpetual,0.0
2020/4/16,08:00:00,BTCUSDT Perpetual,-0.01
2020/4/16,16:00:00,BTCUSDT Perpetual,-0.05
2020/4/17,00:00:00,BTCUSDT Perpetual,0.01
2020/4/17,08:00:00,BTCUSDT Perpetual,0.01
2020/4/17,16:00:00,BTCUSDT Perpetual,0.0
2020/4/18,00:00:00,BTCUSDT Perpetual,-0.01
2020/4/18,08:00:00,BTCUSDT Perpetual,0.0
2020/4/18,16:00:00,BTCUSDT Perpetual,-0.02
2020/4/19,00:00:00,BTCUSDT Perpetual,-0.02
2020/4/19,08:00:00,BTCUSDT Perpetual,-0.02
2020/4/19,16:00:00,BTCUSDT Perpetual,-0.01
2020/4/20,00:00:00,BTCUSDT Perpetual,0.01
2020/4/20,08:00:00,BTCUSDT Perpetual,0.0
2020/4/20,16:00:00,BTCUSDT Perpetual,0.0
2020/4/21,00:00:00,BTCUSDT Perpetual,-0.01
2020/4/21,08:00:00,BTCUSDT Perpetual,-0.01
2020/4/21,16:00:00,BTCUSDT Perpetual,-0.01
2020/4/22,00:00:00,BTCUSDT Perpetual,0.01
2020/4/22,08:00:00,BTCUSDT Perpetual,0.0
2020/4/22,16:00:00,BTCUSDT Perpetual,-0.01
2020/4/23,00:00:00,BTCUSDT Perpetual,-0.03
2020/4/23,08:00:00,BTCUSDT Perpetual,-0.02
2020/4/23,16:00:00,BTCUSDT Perpetual,-0.02
2020/4/24,00:00:00,BTCUSDT Perpetual,0.01
2020/4/24,08:00:00,BTCUSDT Perpetual,0.01
2020/4/24,16:00:00,BTCUSDT Perpetual,0.01
2020/4/25,00:00:00,BTCUSDT Perpetual,0.01
2020/4/25,08:00:00,BTCUSDT Perpetual,0.01
2020/4/25,16:00:00,BTCUSDT Perpetual,0.01
2020/4/26,00:00:00,BTCUSDT Perpetual,0.01
2020/4/26,08:00:00,BTCUSDT Perpetual,0.01
2020/4/26,16:00:00,BTCUSDT Perpetual,0.01
2020/4/27,00:00:00,BTCUSDT Perpetual,0.01
2020/4/27,08:00:00,BTCUSDT Perpetual,0.01
2020/4/27,16:00:00,BTCUSDT Perpetual,0.01
2020/4/28,00:00:00,BTCUSDT Perpetual,0.01
2020/4/28,08:00:00,BTCUSDT Perpetual,0.01
2020/4/28,16:00:00,BTCUSDT Perpetual,0.01
2020/4/29,00:00:00,BTCUSDT Perpetual,0.01
2020/4/29,08:00:00,BTCUSDT Perpetual,0.01
2020/4/29,16:00:00,BTCUSDT Perpetual,0.01
2020/4/30,00:00:00,BTCUSDT Perpetual,0.01
2020/4/30,08:00:00,BTCUSDT Perpetual,0.01
2020/4/30,16:00:00,BTCUSDT Perpetual,0.1
2020/5/1,00:00:00,BTCUSDT Perpetual,0.01
2020/5/1,08:00:00,BTCUSDT Perpetual,0.02
2020/5/1,16:00:00,BTCUSDT Perpetual,0.02
2020/5/2,00:00:00,BTCUSDT Perpetual,0.01
2020/5/2,08:00:00,BTCUSDT Perpetual,0.01
2020/5/2,16:00:00,BTCUSDT Perpetual,0.01
2020/5/3,00:00:00,BTCUSDT Perpetual,0.01
2020/5/3,08:00:00,BTCUSDT Perpetual,0.01
2020/5/3,16:00:00,BTCUSDT Perpetual,0.02
2020/5/4,00:00:00,BTCUSDT Perpetual,0.02
2020/5/4,08:00:00,BTCUSDT Perpetual,0.01
2020/5/4,16:00:00,BTCUSDT Perpetual,0.01
2020/5/5,00:00:00,BTCUSDT Perpetual,0.01
2020/5/5,08:00:00,BTCUSDT Perpetual,0.01
2020/5/5,16:00:00,BTCUSDT Perpetual,0.01
2020/5/6,00:00:00,BTCUSDT Perpetual,0.01
2020/5/6,08:00:00,BTCUSDT Perpetual,0.01
2020/5/6,16:00:00,BTCUSDT Perpetual,0.01
2020/5/7,00:00:00,BTCUSDT Perpetual,0.04
2020/5/7,08:00:00,BTCUSDT Perpetual,0.01
2020/5/7,16:00:00,BTCUSDT Perpetual,0.01
2020/5/8,00:00:00,BTCUSDT Perpetual,0.01
2020/5/8,08:00:00,BTCUSDT Perpetual,0.02
2020/5/8,16:00:00,BTCUSDT Perpetual,0.03
2020/5/9,00:00:00,BTCUSDT Perpetual,0.05
2020/5/9,08:00:00,BTCUSDT Perpetual,0.04
2020/5/9,16:00:00,BTCUSDT Perpetual,0.08
2020/5/10,00:00:00,BTCUSDT Perpetual,0.06
2020/5/10,08:00:00,BTCUSDT Perpetual,0.04
2020/5/10,16:00:00,BTCUSDT Perpetual,0.01
2020/5/11,00:00:00,BTCUSDT Perpetual,0.01
2020/5/11,08:00:00,BTCUSDT Perpetual,0.01
2020/5/11,16:00:00,BTCUSDT Perpetual,0.01
2020/5/12,00:00:00,BTCUSDT Perpetual,0.01
2020/5/12,08:00:00,BTCUSDT Perpetual,0.01
2020/5/12,16:00:00,BTCUSDT Perpetual,0.01
2020/5/13,00:00:00,BTCUSDT Perpetual,0.01
2020/5/13,08:00:00,BTCUSDT Perpetual,0.01
2020/5/13,16:00:00,BTCUSDT Perpetual,0.01
2020/5/14,00:00:00,BTCUSDT Perpetual,0.01
2020/5/14,08:00:00,BTCUSDT Perpetual,0.01
2020/5/14,16:00:00,BTCUSDT Perpetual,0.01
2020/5/15,00:00:00,BTCUSDT Perpetual,0.01
2020/5/15,08:00:00,BTCUSDT Perpetual,0.01
2020/5/15,16:00:00,BTCUSDT Perpetual,0.0
2020/5/16,00:00:00,BTCUSDT Perpetual,0.01
2020/5/16,08:00:00,BTCUSDT Perpetual,0.01
2020/5/16,16:00:00,BTCUSDT Perpetual,0.01
2020/5/17,00:00:00,BTCUSDT Perpetual,0.01
2020/5/17,08:00:00,BTCUSDT Perpetual,0.01
2020/5/17,16:00:00,BTCUSDT Perpetual,0.0
2020/5/18,00:00:00,BTCUSDT Perpetual,0.0
2020/5/18,08:00:00,BTCUSDT Perpetual,0.01
2020/5/18,16:00:00,BTCUSDT Perpetual,0.01
2020/5/19,00:00:00,BTCUSDT Perpetual,-0.01
2020/5/19,08:00:00,BTCUSDT Perpetual,0.01
2020/5/19,16:00:00,BTCUSDT Perpetual,0.01
2020/5/20,00:00:00,BTCUSDT Perpetual,0.01
2020/5/20,08:00:00,BTCUSDT Perpetual,0.01
2020/5/20,16:00:00,BTCUSDT Perpetual,0.01
2020/5/21,00:00:00,BTCUSDT Perpetual,0.01
2020/5/21,08:00:00,BTCUSDT Perpetual,-0.01
2020/5/21,16:00:00,BTCUSDT Perpetual,0.01
2020/5/22,00:00:00,BTCUSDT Perpetual,0.01
2020/5/22,08:00:00,BTCUSDT Perpetual,-0.01
2020/5/22,16:00:00,BTCUSDT Perpetual,0.0
2020/5/23,00:00:00,BTCUSDT Perpetual,0.01
2020/5/23,08:00:00,BTCUSDT Perpetual,0.0
2020/5/23,16:00:00,BTCUSDT Perpetual,0.0
2020/5/24,00:00:00,BTCUSDT Perpetual,0.01
2020/5/24,08:00:00,BTCUSDT Perpetual,0.01
2020/5/24,16:00:00,BTCUSDT Perpetual,0.01
2020/5/25,00:00:00,BTCUSDT Perpetual,0.01
2020/5/25,08:00:00,BTCUSDT Perpetual,0.01
2020/5/25,16:00:00,BTCUSDT Perpetual,0.0
2020/5/26,00:00:00,BTCUSDT Perpetual,0.0
2020/5/26,08:00:00,BTCUSDT Perpetual,0.0
2020/5/26,16:00:00,BTCUSDT Perpetual,0.01
2020/5/27,00:00:00,BTCUSDT Perpetual,0.0
2020/5/27,08:00:00,BTCUSDT Perpetual,0.0
2020/5/27,16:00:00,BTCUSDT Perpetual,0.01
2020/5/28,00:00:00,BTCUSDT Perpetual,-0.01
2020/5/28,08:00:00,BTCUSDT Perpetual,-0.01
2020/5/28,16:00:00,BTCUSDT Perpetual,-0.01
2020/5/29,00:00:00,BTCUSDT Perpetual,0.0
2020/5/29,08:00:00,BTCUSDT Perpetual,0.0
2020/5/29,16:00:00,BTCUSDT Perpetual,0.0
2020/5/30,00:00:00,BTCUSDT Perpetual,0.0
2020/5/30,08:00:00,BTCUSDT Perpetual,0.01
2020/5/30,16:00:00,BTCUSDT Perpetual,0.01
2020/5/31,00:00:00,BTCUSDT Perpetual,0.01
2020/5/31,08:00:00,BTCUSDT Perpetual,0.01
2020/5/31,16:00:00,BTCUSDT Perpetual,0.01
2020/6/1,00:00:00,BTCUSDT Perpetual,0.01
2020/6/1,08:00:00,BTCUSDT Perpetual,0.01
2020/6/1,16:00:00,BTCUSDT Perpetual,0.0
2020/6/2,00:00:00,BTCUSDT Perpetual,0.0
2020/6/2,08:00:00,BTCUSDT Perpetual,0.03
2020/6/2,16:00:00,BTCUSDT Perpetual,0.08
2020/6/3,00:00:00,BTCUSDT Perpetual,0.01
2020/6/3,08:00:00,BTCUSDT Perpetual,0.01
2020/6/3,16:00:00,BTCUSDT Perpetual,0.01
2020/6/4,00:00:00,BTCUSDT Perpetual,0.01
2020/6/4,08:00:00,BTCUSDT Perpetual,0.01
2020/6/4,16:00:00,BTCUSDT Perpetual,0.01
2020/6/5,00:00:00,BTCUSDT Perpetual,0.01
2020/6/5,08:00:00,BTCUSDT Perpetual,0.01
2020/6/5,16:00:00,BTCUSDT Perpetual,0.01
2020/6/6,00:00:00,BTCUSDT Perpetual,0.01
2020/6/6,08:00:00,BTCUSDT Perpetual,0.01
2020/6/6,16:00:00,BTCUSDT Perpetual,0.01
2020/6/7,00:00:00,BTCUSDT Perpetual,0.01
2020/6/7,08:00:00,BTCUSDT Perpetual,0.01
2020/6/7,16:00:00,BTCUSDT Perpetual,0.01
2020/6/8,00:00:00,BTCUSDT Perpetual,0.01
2020/6/8,08:00:00,BTCUSDT Perpetual,0.01
2020/6/8,16:00:00,BTCUSDT Perpetual,0.01
2020/6/9,00:00:00,BTCUSDT Perpetual,0.01
2020/6/9,08:00:00,BTCUSDT Perpetual,0.01
2020/6/9,16:00:00,BTCUSDT Perpetual,0.01
2020/6/10,00:00:00,BTCUSDT Perpetual,0.01
2020/6/10,08:00:00,BTCUSDT Perpetual,0.01
2020/6/10,16:00:00,BTCUSDT Perpetual,0.01
2020/6/11,00:00:00,BTCUSDT Perpetual,0.01
2020/6/11,08:00:00,BTCUSDT Perpetual,0.01
2020/6/11,16:00:00,BTCUSDT Perpetual,0.01
2020/6/12,00:00:00,BTCUSDT Perpetual,0.01
2020/6/12,08:00:00,BTCUSDT Perpetual,0.01
2020/6/12,16:00:00,BTCUSDT Perpetual,0.0
2020/6/13,00:00:00,BTCUSDT Perpetual,0.01
2020/6/13,08:00:00,BTCUSDT Perpetual,0.0
2020/6/13,16:00:00,BTCUSDT Perpetual,0.01
2020/6/14,00:00:00,BTCUSDT Perpetual,0.01
2020/6/14,08:00:00,BTCUSDT Perpetual,0.01
2020/6/14,16:00:00,BTCUSDT Perpetual,0.01
2020/6/15,00:00:00,BTCUSDT Perpetual,0.01
2020/6/15,08:00:00,BTCUSDT Perpetual,0.01
2020/6/15,16:00:00,BTCUSDT Perpetual,0.0
2020/6/16,00:00:00,BTCUSDT Perpetual,-0.02
2020/6/16,08:00:00,BTCUSDT Perpetual,-0.02
2020/6/16,16:00:00,BTCUSDT Perpetual,0.01
2020/6/17,00:00:00,BTCUSDT Perpetual,0.01
2020/6/17,08:00:00,BTCUSDT Perpetual,0.01
2020/6/17,16:00:00,BTCUSDT Perpetual,-0.01
2020/6/18,00:00:00,BTCUSDT Perpetual,0.01
2020/6/18,08:00:00,BTCUSDT Perpetual,-0.01
2020/6/18,16:00:00,BTCUSDT Perpetual,-0.01
2020/6/19,00:00:00,BTCUSDT Perpetual,0.01
2020/6/19,08:00:00,BTCUSDT Perpetual,0.0
2020/6/19,16:00:00,BTCUSDT Perpetual,0.0
2020/6/20,00:00:00,BTCUSDT Perpetual,0.01
2020/6/20,08:00:00,BTCUSDT Perpetual,0.01
2020/6/20,16:00:00,BTCUSDT Perpetual,0.0
2020/6/21,00:00:00,BTCUSDT Perpetual,0.01
2020/6/21,08:00:00,BTCUSDT Perpetual,0.0
2020/6/21,16:00:00,BTCUSDT Perpetual,0.0
2020/6/22,00:00:00,BTCUSDT Perpetual,0.01
2020/6/22,08:00:00,BTCUSDT Perpetual,0.01
2020/6/22,16:00:00,BTCUSDT Perpetual,0.01
2020/6/23,00:00:00,BTCUSDT Perpetual,0.01
2020/6/23,08:00:00,BTCUSDT Perpetual,0.01
2020/6/23,16:00:00,BTCUSDT Perpetual,0.01
2020/6/24,00:00:00,BTCUSDT Perpetual,0.01
2020/6/24,08:00:00,BTCUSDT Perpetual,0.01
2020/6/24,16:00:00,BTCUSDT Perpetual,0.01
2020/6/25,00:00:00,BTCUSDT Perpetual,0.01
2020/6/25,08:00:00,BTCUSDT Perpetual,0.01
2020/6/25,16:00:00,BTCUSDT Perpetual,0.01
2020/6/26,00:00:00,BTCUSDT Perpetual,0.01
2020/6/26,08:00:00,BTCUSDT Perpetual,0.01
2020/6/26,16:00:00,BTCUSDT Perpetual,0.01
2020/6/27,00:00:00,BTCUSDT Perpetual,0.01
2020/6/27,08:00:00,BTCUSDT Perpetual,0.01
2020/6/27,16:00:00,BTCUSDT Perpetual,0.01
2020/6/28,00:00:00,BTCUSDT Perpetual,0.01
2020/6/28,08:00:00,BTCUSDT Perpetual,0.01
2020/6/28,16:00:00,BTCUSDT Perpetual,0.01
2020/6/29,00:00:00,BTCUSDT Perpetual,0.0
2020/6/29,08:00:00,BTCUSDT Perpetual,0.01
2020/6/29,16:00:00,BTCUSDT Perpetual,0.01
2020/6/30,00:00:00,BTCUSDT Perpetual,0.01
2020/6/30,08:00:00,BTCUSDT Perpetual,0.01
2020/6/30,16:00:00,BTCUSDT Perpetual,0.01
2020/7/1,00:00:00,BTCUSDT Perpetual,0.01
2020/7/1,08:00:00,BTCUSDT Perpetual,0.01
2020/7/1,16:00:00,BTCUSDT Perpetual,0.01
2020/7/2,00:00:00,BTCUSDT Perpetual,0.01
2020/7/2,08:00:00,BTCUSDT Perpetual,0.01
2020/7/2,16:00:00,BTCUSDT Perpetual,0.01
2020/7/3,00:00:00,BTCUSDT Perpetual,0.01
2020/7/3,08:00:00,BTCUSDT Perpetual,0.01
2020/7/3,16:00:00,BTCUSDT Perpetual,0.01
2020/7/4,00:00:00,BTCUSDT Perpetual,0.01
2020/7/4,08:00:00,BTCUSDT Perpetual,0.01
2020/7/4,16:00:00,BTCUSDT Perpetual,0.01
2020/7/5,00:00:00,BTCUSDT Perpetual,0.01
2020/7/5,08:00:00,BTCUSDT Perpetual,0.01
2020/7/5,16:00:00,BTCUSDT Perpetual,0.01
2020/7/6,00:00:00,BTCUSDT Perpetual,0.01
2020/7/6,08:00:00,BTCUSDT Perpetual,0.01
2020/7/6,16:00:00,BTCUSDT Perpetual,0.01
2020/7/7,00:00:00,BTCUSDT Perpetual,0.01
2020/7/7,08:00:00,BTCUSDT Perpetual,0.01
2020/7/7,16:00:00,BTCUSDT Perpetual,0.01
2020/7/8,00:00:00,BTCUSDT Perpetual,0.01
2020/7/8,08:00:00,BTCUSDT Perpetual,0.01
2020/7/8,16:00:00,BTCUSDT Perpetual,0.01
2020/7/9,00:00:00,BTCUSDT Perpetual,0.01
2020/7/9,08:00:00,BTCUSDT Perpetual,0.01
2020/7/9,16:00:00,BTCUSDT Perpetual,0.01
2020/7/10,00:00:00,BTCUSDT Perpetual,0.01
2020/7/10,08:00:00,BTCUSDT Perpetual,0.01
2020/7/10,16:00:00,BTCUSDT Perpetual,0.01
2020/7/11,00:00:00,BTCUSDT Perpetual,0.01
2020/7/11,08:00:00,BTCUSDT Perpetual,0.01
2020/7/11,16:00:00,BTCUSDT Perpetual,0.01
2020/7/12,00:00:00,BTCUSDT Perpetual,0.01
